;Libellé commune ou ARM;Région;Département;Hypermarché;Supermarché;Grande surface de bricolage;Supérette;Epicerie;Boulangerie;Boucherie charcuterie;Produits surgelés;Poissonnerie;Librairie papeterie journaux;Magasin de vêtements;Magasin d'équipements du foyer;Magasin de chaussures;Magasin d'électroménager et de matériel audio-vidéo;Magasin de meubles;Magasin d'articles de sports et de loisirs;Magasin de revêtements murs et sols;Droguerie quincaillerie bricolage;Parfumerie - Cosmétique;Horlogerie Bijouterie;Fleuriste - Jardinerie - Animalerie;Magasin d'optique;Magasin de matériel médical et orthopédique;Station service
0;LIBGEO;REG;DEP;NB_B101;NB_B102;NB_B103;NB_B201;NB_B202;NB_B203;NB_B204;NB_B205;NB_B206;NB_B301;NB_B302;NB_B303;NB_B304;NB_B305;NB_B306;NB_B307;NB_B308;NB_B309;NB_B310;NB_B311;NB_B312;NB_B313;NB_B315;NB_B316
1778;Montclus;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1779;Mont-Dauphin;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1780;Montgardin;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1781;Montgenèvre;93;05;0;0;0;1;3;3;0;0;0;1;0;0;0;0;0;19;0;0;0;0;0;0;0;0
1782;Montjay;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1783;Montmaur;93;05;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1784;Montrond;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1785;La Motte-en-Champsaur;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1786;Moydans;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1787;Neffes;93;05;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1788;Névache;93;05;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0
1789;Nossage-et-Bénévent;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1790;Le Noyer;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1791;Orcières;93;05;0;0;0;0;8;2;1;0;0;1;0;0;0;0;0;12;0;1;0;0;0;0;0;0
1792;Orpierre;93;05;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1793;Les Orres;93;05;0;0;0;3;3;0;1;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0
1794;Oze;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1795;Pelleautier;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1796;Vallouise-Pelvoux;93;05;0;0;0;3;2;2;1;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0
1797;La Piarre;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1798;Le Poët;93;05;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1799;Poligny;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1800;Prunières;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1801;Puy-Saint-André;93;05;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1802;Puy-Saint-Eusèbe;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1803;Puy-Saint-Pierre;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1804;Puy-Saint-Vincent;93;05;0;0;0;4;2;0;0;0;0;1;0;0;0;0;0;12;0;0;0;0;0;0;0;0
1805;Puy-Sanières;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1806;Rabou;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1807;Rambaud;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1808;Réallon;93;05;0;0;0;3;1;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0
1809;Remollon;93;05;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1810;Réotier;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1811;Ribeyret;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1812;Val Buëch-Méouge;93;05;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1813;Risoul;93;05;0;0;0;1;4;2;3;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0
1814;Rochebrune;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1815;La Roche-de-Rame;93;05;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
1816;La Roche-des-Arnauds;93;05;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1817;La Rochette;93;05;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1818;Rosans;93;05;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
1819;Rousset;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1820;Saint-André-d'Embrun;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1821;Saint-André-de-Rosans;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1822;Saint-Apollinaire;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1823;Saint-Auban-d'Oze;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1824;Saint-Bonnet-en-Champsaur;93;05;0;2;1;0;2;6;3;0;0;1;2;1;1;0;1;3;0;1;0;0;1;0;0;0
1825;Saint-Chaffrey;93;05;0;0;0;4;3;3;0;0;0;3;3;1;1;0;0;10;0;0;0;0;1;0;0;0
1826;Saint-Clément-sur-Durance;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1827;Sainte-Colombe;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1828;Saint-Crépin;93;05;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
1829;Dévoluy;93;05;0;1;0;1;4;5;2;0;0;3;1;1;0;0;0;12;0;0;1;0;0;0;0;0
1830;Saint-Étienne-le-Laus;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1831;Saint-Firmin;93;05;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1832;Saint-Jacques-en-Valgodemard;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1833;Saint-Jean-Saint-Nicolas;93;05;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;4;0;1;0;0;0;0;0;0
1834;Saint-Julien-en-Beauchêne;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1835;Saint-Julien-en-Champsaur;93;05;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1836;Saint-Laurent-du-Cros;93;05;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1837;Saint-Léger-les-Mélèzes;93;05;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
1838;Saint-Martin-de-Queyrières;93;05;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1839;Saint-Maurice-en-Valgodemard;93;05;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1840;Saint-Michel-de-Chaillol;93;05;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
1841;Saint-Pierre-d'Argençon;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1842;Saint-Pierre-Avez;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1843;Saint-Sauveur;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1844;Saint-Véran;93;05;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1845;Le Saix;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1846;Saléon;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1847;Salérans;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1848;La Salle-les-Alpes;93;05;0;0;0;0;3;2;0;0;0;2;1;0;0;0;1;15;0;0;0;0;0;0;0;2
1849;La Saulce;93;05;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1850;Le Sauze-du-Lac;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1851;Savines-le-Lac;93;05;0;0;0;0;1;3;1;0;0;1;0;0;0;0;0;2;0;1;0;0;1;0;0;1
1852;Savournon;93;05;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1853;Serres;93;05;0;1;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
1854;Sigottier;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1855;Sigoyer;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1856;Sorbiers;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1857;Tallard;93;05;0;2;0;1;3;3;1;0;0;0;1;0;0;1;0;0;0;1;0;0;3;0;0;2
1858;Théus;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1859;Trescléoux;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1860;Upaix;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1861;Val-des-Prés;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1862;Valserres;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1863;Vars;93;05;0;0;0;1;3;2;1;0;1;1;4;1;0;0;0;16;0;2;1;0;0;0;0;1
1864;Ventavon;93;05;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1865;Veynes;93;05;0;2;0;0;4;6;1;0;0;2;4;1;1;2;1;1;0;1;0;0;2;1;0;3
1866;Les Vigneaux;93;05;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1867;Villar-d'Arêne;93;05;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1868;Villar-Loubière;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1869;Villar-Saint-Pancrace;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1870;Vitrolles;93;05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1871;Aiglun;93;06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1872;Amirat;93;06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1873;Andon;93;06;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
1874;Antibes;93;06;1;16;4;21;51;68;48;4;10;33;295;42;33;11;34;57;1;14;26;24;36;27;17;13
1875;Ascros;93;06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1876;Aspremont;93;06;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1877;Auribeau-sur-Siagne;93;06;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0
1878;Auvare;93;06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1879;Bairols;93;06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
